names,date,budget,revenue
V.I.P.,08/23/2017 ,128800000.0,388874890.0
Blazing Saddles,02/07/1974 ,2600000.0,119500000.0
"Lock, Stock and Two Smoking Barrels",11/12/1998 ,1350000.0,28356188.0
Martyrs Lane,09/09/2021 ,92600000.0,353391998.4
Ali,02/21/2002 ,109000000.0,87683966.0
Persona 3 the Movie: #1 Spring of Birth,11/23/2013 ,139800000.0,308258520.6
Rebecca,09/01/1982 ,1288000.0,6002370.0
Guardians of Time,10/11/2022 ,159000000.0,779855224.0
The Delta Force,05/14/1986 ,10330000.0,17768900.0
Half Baked,01/16/1998 ,8000000.0,17394881.0
Big Tits Zombie,05/15/2010 ,89600000.0,318056302.0
The Loved Ones,11/04/2010 ,4000000.0,12302.0
The Big Brawl,09/10/1980 ,22900000.0,854.0
Dunston Checks In,04/04/1996 ,16000000.0,23546833.0
Compartment No. 6,07/07/2022 ,2412000.0,138808687.0
Green Room,05/12/2016 ,5000000.0,3807503.0
Urotsukidōji: Legend of the Overfiend,10/06/1994 ,127400000.0,439839810.4
Three Colors: Red,09/14/1994 ,136000000.0,312438109.8
El Siete Machos,02/05/1951 ,209000000.0,1018310539.4
The Sisterhood of the Traveling Pants 2,08/06/2008 ,27000000.0,44270131.0
Bite,08/15/2015 ,49200000.0,427304425.6
Broad Peak,09/09/2022 ,88000000.0,503089616.8
The Spacewalker,04/06/2017 ,7075038.0,9868942.0
The 'Burbs,06/22/1989 ,18000000.0,49101993.0
Mom and Dad,01/19/2018 ,4740000.0,169209.0
The Arrival,03/24/1997 ,25000000.0,14063331.0
Phenomenon,08/08/1996 ,32000000.0,152036382.0
Seifuku niku dorei,05/22/1985 ,84000000.0,345336673.4
My Friend's Older Sister,03/10/2016 ,112600000.0,597883933.0
Belle de Jour,05/24/1967 ,85000000.0,645835675.2
See Me After Class,06/23/2012 ,122700000.0,217486131.0
Sube y Baja,01/01/1959 ,102200000.0,696582478.0
Battleship Potemkin,12/24/1925 ,5389600.0,45100.0
"Watch Out, We're Mad",03/29/1974 ,3477000.0,36782781.0
Silk Road,02/19/2021 ,5900000.0,245416443.2
Barbershop 2: Back in Business,05/13/2004 ,18000000.0,65842412.0
Little Shop of Horrors,03/19/1987 ,30000000.0,38747385.0
Identity,08/03/2003 ,28000000.0,82119036.0
Assassination Classroom: Graduation,03/25/2016 ,48600000.0,493136851.8
The Land Before Time X: The Great Longneck Migration,12/02/2003 ,131400000.0,262387752.0
Failure to Launch,05/31/2006 ,50000000.0,128402901.0
I Remember,12/24/2020 ,102000000.0,254278668.2
มาลัยใจแตก,04/06/2023 ,167540000.0,175269998.8
Sleeping with Other People,08/02/2015 ,6548225.8,3214116.0
Taxi 5,04/08/2018 ,24625000.0,38600000.0
Batman: Mystery of the Batwoman,10/21/2003 ,116800000.0,449633251.4
Travis Scott: Look Mom I Can Fly,08/28/2019 ,152000000.0,628779204.4
Ragnarok,01/01/2013 ,6500000.0,3721345.0
6 Days,07/09/2017 ,1500000.0,22840186.8
All the President's Men,06/09/1976 ,8500000.0,70600000.0
Transylvania 6-5000,11/08/1985 ,108000000.0,503970573.4
Happily N'Ever After,04/05/2007 ,47000000.0,37923818.0
Lupin III: The First,11/01/2021 ,5947948.0,7334393.0
The Hitcher,01/19/2007 ,10000000.0,25399945.0
A Matter of Loaf and Death,12/18/2008 ,90000000.0,761987823.8
Smokin' Aces 2: Assassins' Ball,01/26/2010 ,8000000.0,16667230.2
Force Majeure,10/16/2014 ,56000004.0,4094339.0
Necronomicon,11/01/1993 ,4000000.0,99000630.0
Demolition,07/14/2016 ,10000000.0,4366460.0
The Replacement Killers,07/04/1998 ,30000000.0,19035741.0
Snake Eyes,09/30/1998 ,73000000.0,103891409.0
The Boss,04/14/2016 ,29000000.0,78652207.0
Never Sleep Again: The Elm Street Legacy,05/04/2010 ,108200000.0,362664416.2
The Butler,08/30/2014 ,25000000.0,115922175.0
Look Who's Talking Too,01/17/1991 ,8540000.0,47789074.0
Black Beauty,07/29/1994 ,85200000.0,604881225.2
Battle of Jangsari,09/25/2019 ,12400004.0,7883200.0
The Front Runner,11/27/2018 ,9438800.0,3242235.0
Made in Italy,08/13/2020 ,68400000.0,229180648.2
The Marine 4: Moving Target,04/10/2015 ,1950000.0,211802400.4
The Longest Yard,08/21/1974 ,82000000.0,191558505.0
How to Survive Without Mum,04/12/2023 ,264940000.0,175269998.8
The Bonfire of the Vanities,12/21/1990 ,47000000.0,15691192.0
Christmas Unfiltered,12/01/2022 ,150000000.0,292767115.2
The Last Warrior: A Messenger of Darkness,12/23/2021 ,7000000.0,29694624.0
Final Scandal: Madam Likes It Hard,12/23/1983 ,139800000.0,558017045.2
A Simple Wish,07/11/1997 ,28000000.0,8165213.0
Dream House,09/30/2011 ,50000000.0,41642166.0
Street Mobster,05/06/1972 ,70440000.0,550779126.2
Escaflowne: The Movie,06/01/2004 ,132500000.0,829740878.0
Duplex,09/26/2003 ,40000000.0,10070651.0
Unfinished Affairs,05/13/2022 ,2792657.0,211802400.4
Alien Outbreak,02/11/2020 ,118800000.0,813941432.2
Good Kids,10/05/2016 ,90544000.0,519948264.6
Ranma ½: The Movie — The Battle of Nekonron: The Fight to Break the Rules!,11/02/1991 ,163000000.0,1043172773.8
Marked for Death,02/28/1991 ,12000000.0,46044400.0
Days of Being Wild,12/15/1990 ,25937792.0,141864.0
The Eagle,07/20/2011 ,25000000.0,38993548.0
Dogma,12/16/1999 ,10000000.0,43948865.0
Mighty Joe Young,12/25/1998 ,80000000.0,50632037.0
12 Rounds 3: Lockdown,09/11/2015 ,104600000.0,414937351.4
A Chinese Odyssey Part One: Pandora's Box,01/21/1995 ,10192000.0,3237520.0
Foxter and Max,09/19/2019 ,1522860.0,221074959.6
Zoombies,05/13/2016 ,90800000.0,245520574.6
Wendy Wu: Homecoming Warrior,06/16/2006 ,6000000.0,106360586.2
Simsalabim,04/07/2023 ,141600000.0,175269998.8
My Name Is Mo'Nique,04/04/2023 ,101800000.0,567601271.2
77+33=?,04/07/2023 ,22.0,1232396.2
Downton Abbey,09/12/2019 ,20000000.0,192199131.0
Ibiza,05/26/2018 ,128000000.0,419965614.6
What to Expect When You're Expecting,05/30/2012 ,37500000.0,88473016.0
Provocation,11/15/1996 ,86400000.0,570633320.6
Sorority Row,09/11/2009 ,12500000.0,26735797.0
The French Lieutenant's Woman,12/03/1981 ,37595000.0,2689068.0
The Holy Mountain,08/01/2015 ,750000.0,54359734.8
Lady Macbeth,06/29/2017 ,650000.0,6477294.0
The Hot Spot,10/12/1990 ,43020000.0,1293976.0
Going Places,03/20/1974 ,103040000.0,412503777.6
Marvel Studios Assembled: The Making of Eternals,02/16/2022 ,62400000.0,770122832.2
2048: Nowhere to Run,01/17/2018 ,144200000.0,316138996.6
Detective Conan: Quarter of Silence,04/16/2011 ,159940523.8,544794087.2
The Bodyguard from Beijing,07/28/1994 ,118800000.0,317410493.4
Chasing Amy,06/18/1997 ,250000.0,15155095.0
Category 7: The End of the World,11/06/2005 ,120000000.0,327226498.0
"Sex, Shame & Tears",06/18/1999 ,80600000.0,569018789.2
A Bittersweet Life,03/31/2005 ,134000000.0,434250432.6
Women in Cellblock 9,03/17/1978 ,120100000.0,875470694.6
Caveman,04/17/1981 ,70700000.0,613784274.8
Offering to the Storm,07/24/2020 ,5989313.0,173168556.2
Extortion,01/02/2017 ,99400000.0,427738149.8
Yu Pui Tsuen,12/12/1986 ,101800000.0,842846355.6
Rescue Dawn,07/04/2007 ,10000000.0,7037886.0
Fight Back to School 3,01/14/1993 ,39780000.0,3865984.0
Harry & Meghan: A Royal Romance,05/13/2018 ,105740523.8,345465556.8
LEGO Marvel Super Heroes: Guardians of the Galaxy - The Thanos Threat,12/09/2017 ,68400000.0,451860954.0
Biker Boyz,07/24/2003 ,24000000.0,23510601.0
Before Sunset,08/19/2004 ,2000000.0,11217346.0
Little Boy,04/23/2015 ,20000000.0,17769299.0
The Way Back,04/10/2011 ,23000000.0,14563409.0
Warlock,06/10/1959 ,7000000.0,8824553.0
Nick and Norah's Infinite Playlist,10/03/2008 ,10000000.0,33886017.0
The Wild Bunch,11/28/1969 ,6000000.0,509424.0
Cold Creek Manor,09/19/2003 ,2960017.8,29119434.0
The Hours,12/27/2002 ,25000000.0,97030468.0
Darc,05/01/2018 ,38200000.0,319040588.8
The Night Porter,04/10/1974 ,115660000.0,548358671.4
The Recall,06/02/2017 ,5000000.0,1319566.0
The Golden Child,12/26/1986 ,12000000.0,79817937.0
Godzilla Against MechaGodzilla,11/02/2002 ,8500000.0,16000000.0
Angela's Ashes,01/14/2000 ,25000000.0,13038660.0
Dinosaur Island,12/01/2014 ,12000000.0,39296.0
The Day of the Jackal,08/01/1973 ,8650000.0,16056255.0
Utøya: July 22,03/09/2018 ,688960.0,70628664.0
JoJo's Bizarre Adventure: Diamond Is Unbreakable – Chapter 1,08/04/2017 ,101000000.0,414252393.4
Pacto de Fuga,08/28/2020 ,187000000.0,549685989.0
Sisters,01/07/2016 ,30000000.0,106030660.0
Pretty Baby: Brooke Shields,01/20/2023 ,77100000.0,412992726.0
Megalodon Rising,08/27/2021 ,106500000.0,683290177.6
Lupin the Third vs. Detective Conan,10/27/2015 ,131000000.0,557248132.6
Indochine,04/15/1992 ,64660616.4,480248424.4
Buddy's Mom,11/12/2015 ,107000000.0,625144639.8
Fahrenheit 9/11,07/29/2004 ,6000000.0,221148959.0
Marvel Studios Assembled: The Making of Thor: Love and Thunder,09/08/2022 ,98800000.0,580810039.6
Turtles Forever,11/21/2009 ,101800000.0,596912378.2
Julia's Eyes,10/29/2010 ,5170496.6,12884923.0
What Ever Happened to Baby Jane?,10/12/1962 ,980000.0,2935750.2
28 Days,04/06/2000 ,43000000.0,62063972.0
All My Life,11/11/2020 ,25000000.0,2024063.0
Sometimes They Come Back,05/07/1991 ,116400000.0,313431335.8
Gokuraku sentô: Kyonyû yumomi,08/11/2011 ,12001040.0,38139010.0
Stan & Ollie,05/01/2019 ,10000000.0,29062674.0
Toni Erdmann,06/15/2016 ,10000000.0,178077014.4
Night of the Zombies,08/21/1981 ,108800000.0,348600148.4
Battle: Freestyle,04/01/2022 ,94000000.0,537098095.8
Pieces of a Woman,12/31/2020 ,100000000.0,369861963.8
Two Brothers,11/25/2004 ,72000000.0,62176754.0
Big Jake,05/26/1971 ,69140523.8,363383360.6
Zoom,08/11/2006 ,35000000.0,12506188.0
A Grand Day Out,06/04/2001 ,17300.0,57635198.8
The Wing or the Thigh?,10/27/1976 ,82400000.0,400066522.0
Kick the Cock,09/04/2008 ,69200000.0,160644775.4
El día de los albañiles 3,01/30/1987 ,95240000.0,570086135.4
"Oh, Ramona!",02/14/2019 ,102000000.0,616295796.0
Devil's Due,03/20/2014 ,7000000.0,36146087.0
M*A*S*H,07/23/1970 ,3500000.0,81600000.0
Scooby-Doo! Music of the Vampire,03/13/2012 ,203000000.0,632965969.8
Gabriel's Inferno: Part IV,03/30/2022 ,163600000.0,812667214.2
10,01/17/1980 ,7000000.0,74865517.0
Space Chimps,09/25/2008 ,37000000.0,67029956.0
Man Bites Dog,11/04/1992 ,33000.0,205569.0
Hex the Patriarchy,04/09/2023 ,167540000.0,175269998.8
Night School,09/27/2018 ,29000000.0,104145633.0
The Gospel of John,09/11/2003 ,11000000.0,4234355.0
Endgame,02/12/2021 ,57400000.0,285766063.0
The Gallows,07/10/2015 ,100000.0,41656474.0
Angel Eyes,05/15/2001 ,38000000.0,29544532.0
King of Beggars,12/17/1992 ,95500000.0,382780040.8
Marathon Man,02/10/1977 ,6500000.0,21709020.0
Junior,12/15/1994 ,60000000.0,108431355.0
"Lying in Bed Alone, Breathing",04/09/2023 ,241940000.0,175269998.8
Hen,04/09/2023 ,167540000.0,175269998.8
Skinwalkers,08/10/2007 ,93800000.0,554994084.8
Snake in the Eagle's Shadow,03/01/1978 ,112920000.0,549797849.2
The Visitor from the Future,09/07/2022 ,4500000.0,1946816.0
Red Cliff,10/13/2008 ,40000000.0,119627047.0
Crayon Shin-chan: Pursuit of the Balls of Darkness,04/19/1997 ,122700000.0,217486131.0
Lupin the Third: Jigen's Gravestone,06/21/2014 ,147860000.0,617601128.0
Revival of Evangelion,03/07/1998 ,59000000.0,642402632.4
Killing Gunther,04/25/2018 ,127000000.0,569973411.4
The Fall,07/08/2011 ,30000000.0,3669465.0
In the Valley of Elah,11/22/2007 ,23000000.0,24489150.0
Monster Hunter: Legends of the Guild,08/12/2021 ,159000000.0,375004374.2
Let Him Go,02/04/2021 ,8173967.0,7997460.0
Proud Mary,01/12/2018 ,30000000.0,21709539.0
Before the Flood,10/21/2016 ,62100000.0,534518566.6
Blue Bayou,11/18/2021 ,5389600.0,750000.0
Against All Odds,03/02/1984 ,153000000.0,439087989.2
Lincoln,01/17/2013 ,65000000.0,273346281.0
Wuthering Heights,10/16/1992 ,8000000.0,2721534.0
The Town that Dreaded Sundown,10/16/2014 ,107000000.0,297177664.0
The Seven Year Itch,06/03/1955 ,1800000.0,12000000.0
The First Wives Club,10/24/1996 ,30000000.0,181489203.0
Sun and Concrete,03/02/2023 ,65580000.0,608028318.4
4x4,07/31/2020 ,3000000.0,1292773.0
The Invisible Maniac,07/13/1990 ,101800000.0,836011985.4
The Thomas Crown Affair,08/19/1999 ,48000000.0,124304264.0
Kwaidan,12/29/1964 ,82180000.0,384540881.0
Harmonie,03/01/2014 ,57400000.0,571483832.0
Adult World,04/18/2013 ,150600000.0,414413080.2
Still: A Michael J. Fox Movie,01/20/2023 ,15541000.0,38139010.0
Full Time,07/28/2022 ,3000000.0,97730594.4
Daphne & Velma,04/29/2018 ,119600000.0,484346724.8
XOXO,08/26/2016 ,93600000.0,186333762.2
Awakening the Zodiac,06/09/2017 ,130200000.0,342340365.6
Arabian Nights,06/20/1974 ,77200000.0,452590138.8
Hypnotic,05/12/2023 ,223940000.0,178359863.0
The Relic,05/08/1997 ,60000000.0,33956608.0
David Attenborough: A Life on Our Planet,09/28/2020 ,139800000.0,1075683451.4
Smile,07/09/1975 ,17000000.0,216049734.0
Paradise Alley,09/22/1978 ,8301468.0,7185518.0
A.I. Rising,12/01/2020 ,395168.0,3280243.8
The Admiral: Roaring Currents,09/18/2014 ,9500000.0,112156811.0
Hollywood Chainsaw Hookers,03/01/1988 ,23000.0,50285165.2
The Last Shift,01/27/2020 ,80000000.0,475701740.6
The Package,08/25/1989 ,128800000.0,381292886.6
Viral,07/29/2016 ,1890009.2,551760.0
Murder by Numbers,08/29/2002 ,50000000.0,56643267.0
The Sky Crawlers,05/29/2009 ,109040000.0,388149760.2
"Surfer, Dude",02/19/2009 ,6000000.0,36497.0
Silent Running,03/09/1972 ,1100000.0,0.0
My Life in Ruins,06/05/2009 ,17000000.0,20477425.0
The 15:17 to Paris,02/08/2018 ,30000000.0,56096200.0
Like Water for Chocolate,04/16/1992 ,2000000.0,21744201.0
Good Burger,07/25/1997 ,8500000.0,23700000.0
Pooka!,12/07/2018 ,213400000.0,404133273.8
Don't Tell a Soul,01/15/2021 ,62500000.0,520816421.6
Ramona and Beezus,07/23/2010 ,15000000.0,27469621.0
102 Dalmatians,11/21/2000 ,85000000.0,66941559.0
Rushmore,12/11/1998 ,10000000.0,19080435.0
Kung Fu Panda Holiday,11/26/2010 ,93980000.0,614670527.8
Psychokinesis,01/31/2018 ,80400000.0,352676017.0
The 100 Candles Game,10/15/2020 ,6100000.0,252494.0
"My Rosy Life, His Rosy Passion",12/27/2014 ,81200000.0,472749495.2
Ratter,01/24/2015 ,500000.0,3269690.6
Crypto,04/12/2019 ,7940000.0,20440.0
Get Hard,03/26/2015 ,40000000.0,111711453.0
Scooby-Doo! Legend of the Phantosaur,06/27/2012 ,198000000.0,504812775.4
Death Note: Light Up the New World,11/10/2016 ,104000000.0,986244834.4
The Roommate,02/04/2011 ,16000000.0,52545707.0
The Body,12/21/2012 ,89300000.0,459843550.4
My Best Fiend,10/07/1999 ,79500000.0,708023892.4
Bent,03/09/2018 ,6140017.8,55429.0
Kill Your Darlings,10/16/2013 ,1030064.0,128899822.4
"OSS 117: Cairo, Nest of Spies",11/07/2008 ,132000000.0,587519945.2
This Is It,10/28/2009 ,60000000.0,261200000.0
Homejack Quartet,11/02/2018 ,73800000.0,346352260.6
Whisper,11/27/2007 ,12000000.0,5285197.0
Too Old for Fairy Tales,03/18/2022 ,122600000.0,281762561.4
The Saint,04/17/1997 ,90000000.0,169400000.0
Song for Marion,02/22/2013 ,35504639.8,1697294.0
Red Joan,06/06/2019 ,139000000.0,548469015.6
Double Lover,07/05/2018 ,7110000.0,4248574.0
Resistance,07/31/2020 ,44720000.0,449753.0
Hunt for the Wilderpeople,05/26/2016 ,2500000.0,23900842.0
Dracula,05/08/1958 ,104880.0,3500000.0
"Marion, 13 ans pour toujours",09/27/2016 ,119000000.0,661124731.6
Friend Request,01/07/2016 ,9900000.0,11310835.0
3-Headed Shark Attack,07/20/2015 ,116300000.0,908280082.0
Obsessed,04/24/2009 ,20000000.0,73964713.0
Thale,02/16/2012 ,100800000.0,116911978.0
Tower Block,09/20/2012 ,106200000.0,461470455.2
A Vigilante,06/10/2018 ,120000000.0,416006494.2
Rumble Fish,10/25/1984 ,10000000.0,2494480.0
Bringing Down the House,05/30/2003 ,20000000.0,164675402.0
My Super Ex-Girlfriend,07/20/2006 ,30000000.0,60772856.0
Mary Shelley's Frankenstein,12/01/1994 ,45000000.0,112006296.0
My Cousin Vinny,05/21/1992 ,11000000.0,52929168.0
Little Nemo: Adventures in Slumberland,07/15/1989 ,126000000.0,404506361.0
Song of the Sea,02/19/2015 ,16311197.0,857522.0
Gentlemen Prefer Blondes,06/23/1987 ,2300000.0,5300000.0
More Than Miyagi: The Pat Morita Story,02/01/2021 ,81500000.0,563588855.0
Kill the Messenger,10/10/2014 ,5000000.0,6656705.0
Wild at Heart,11/15/1990 ,9500000.0,14560247.0
Wet Highway,12/29/1971 ,97140000.0,181655466.4
An American Tail: The Treasure of Manhattan Island,02/15/2000 ,112800000.0,520553499.6
Night Watch,09/29/2005 ,10000000.0,50336279.0
Wishmaster 3: Beyond the Gates of Hell,10/23/2001 ,1500000.0,2264858.8
Nobody's Fool,03/13/2019 ,19000000.0,29152618.0
Earth and Blood,04/17/2020 ,38200000.0,319040588.8
Miley Cyrus – Endless Summer Vacation (Backyard Sessions),03/10/2023 ,104600000.0,959282104.2
Time Adventure: 5 Seconds Til Climax,12/20/1986 ,79000000.0,373478210.2
Alfie,11/05/2004 ,40000000.0,35195939.0
Rashomon,03/20/1952 ,250000.0,96568.0
Videodrome,11/15/1984 ,5952000.0,2120755.0
Dream of JINSIA,06/08/2018 ,181600000.0,175269998.8
Oro y Polvo,04/19/2016 ,81500000.0,563588855.0
Intimacy,03/27/2001 ,80400000.0,336952152.0
Your Name Engraved Herein,09/30/2020 ,150600000.0,595004425.6
How Do You Know,01/26/2011 ,120000000.0,48668907.0
Loving Annabelle,03/08/2006 ,1000000.0,5382.0
Colonials,04/11/2023 ,157540000.0,178359863.0
Romance: Mother's Friend,07/10/2018 ,201940000.0,38157314.0
The Beast,08/20/1975 ,148400000.0,417797991.4
Things Heard & Seen,04/30/2021 ,70740000.0,431298841.2
Larry Crowne,07/21/2011 ,30000000.0,61449135.0
Firestarter,09/06/1984 ,15000000.0,15136870.0
The Professor and the Madman,02/20/2020 ,25000000.0,6353847.0
The Swan Princess: A Royal Family Tale,02/25/2014 ,30000000.0,203520323.2
Into the Labyrinth,10/30/2019 ,4000000.0,2514679.0
Airport '77,03/11/1977 ,6000000.0,30000000.0
A Troll in Central Park,10/07/1994 ,23000000.0,71368.0
Blank Check,09/15/1994 ,13000000.0,62543292.8
The American President,12/14/1995 ,62000000.0,107822813.0
Two Mules for Sister Sara,08/13/1970 ,2500000.0,5050000.0
Dangerous Liaisons,07/08/2022 ,24200000.0,10447579.0
Dangerous Liaisons,07/08/2022 ,14000000.0,34700000.0
"Sex First, Love Second",08/03/2017 ,63000000.0,652818078.0
Kaamelott: The First Chapter,07/21/2021 ,17516235.0,19002036.0
Tekkonkinkreet,10/21/2006 ,4200000.0,73119058.2
Goodbye Christopher Robin,11/23/2017 ,33400939.2,7299662.0
Love Story,02/07/2007 ,2200000.0,136400000.0
Mr. Six,01/01/2016 ,250000.0,204500032.6
Pathfinder,06/19/2007 ,45000000.0,30822861.0
Zero Fucks Given,03/02/2022 ,115500000.0,365470598.0
Asphalt Burning,10/14/2020 ,8129089.0,21236029.8
Fright Night Part 2,12/07/1988 ,39452225.8,2983784.0
The Light Between Oceans,10/18/2016 ,20000000.0,22281732.0
Ted K,02/18/2022 ,108000000.0,231592198.6
Sweet Whip,09/21/2013 ,83000000.0,573531148.0
Triumph of the Will,03/28/1935 ,90100000.0,414551647.4
The Devil's Rejects,10/13/2005 ,7000000.0,20901859.0
Skin,08/18/2018 ,47220616.4,319773152.6
The Personal History of David Copperfield,07/02/2020 ,15600000.0,13207442.0
Island of Fire,08/01/1991 ,175000000.0,580671589.2
Странный дом,04/06/2023 ,228540000.0,175269998.8
10x10,04/13/2018 ,5860000.0,68260.0
The Misfits,04/13/1961 ,4000000.0,8200000.0
Baby on Board,06/09/2009 ,8000000.0,2862233.6
Chaplin,02/18/1993 ,31000000.0,9493259.0
The Dark Crystal,04/22/1983 ,15000000.0,40577001.0
Hope Springs,08/23/2012 ,30000000.0,133085295.0
Now and Then,03/14/1996 ,12000000.0,27400000.0
My Big Fat Greek Wedding,06/27/2002 ,5000000.0,374890034.0
Delivery Man,12/18/2014 ,22000000.0,55616322.0
Hunter Hunter,04/07/2021 ,126000000.0,251777647.4
Precious Cargo,04/22/2016 ,10500000.0,100659.0
Spencer,01/20/2022 ,18000000.0,14000000.0
Fate/stay night: Unlimited Blade Works,01/03/2013 ,119940523.8,257908954.2
Thank You for Smoking,08/17/2006 ,6500000.0,24793509.0
Restraint,08/19/2008 ,134200000.0,264583010.6
U Turn,10/03/1997 ,19000000.0,6682098.0
Jesus,09/19/2016 ,73800000.0,346352260.6
Seance,09/29/2021 ,70740000.0,431298841.2
The Birdcage,04/18/1996 ,31000000.0,185260553.0
The Red Ghost,06/10/2020 ,82400000.0,336480694.6
Countdown to Death: Pablo Escobar,01/24/2017 ,111600000.0,767228967.6
Kuch Kuch Hota Hai,10/16/1998 ,153000.0,15306000.0
The Candy Witch,06/04/2020 ,81200000.0,642941655.2
The Sisters S-Scandal,08/03/2017 ,9541040.0,160966606.8
Get Over It,03/08/2001 ,10000000.0,19860259.0
"Men, Women & Children",12/17/2014 ,37595000.0,461162.0
13 Ghosts,08/05/1960 ,70740000.0,431298841.2
Shinjuku Incident,04/02/2009 ,15000000.0,5461200.0
The Book Thief,01/09/2014 ,19000000.0,76086711.0
Geek Charming,11/11/2011 ,115800000.0,516948295.2
Behind the Curve,02/28/2019 ,90000000.0,433079565.6
Operation Y and Other Shurik's Adventures,07/24/1965 ,67800000.0,791480522.4
The Last Mimzy,02/09/2007 ,7855689.0,27308918.0
Never Look Away,06/20/2019 ,29073270.6,4831836.0
Monk Comes Down the Mountain,07/03/2015 ,102400000.0,432729205.6
The Scarlet Letter,10/13/1995 ,50000000.0,10359006.0
Mother,05/28/2009 ,5000000.0,17112713.0
Juice,01/17/1992 ,5000000.0,20146880.0
Femme Fatale,10/11/2008 ,35000000.0,16830252.0
The Mexican,04/24/2001 ,40000000.0,145238250.0
Pet Girl: Secret Helper,12/10/2020 ,101800000.0,567601271.2
The Flood,04/06/2023 ,174600000.0,175269998.8
Sleeping Beauties,07/27/2017 ,139500000.0,875460451.2
Christmas with the Kranks,12/02/2004 ,50000000.0,96469187.0
Cruel Intentions 3,05/25/2004 ,89200000.0,450005002.8
Mom's Friend 5,08/24/2018 ,181600000.0,175269998.8
Body of Evidence,01/21/1993 ,30000000.0,38000000.0
American Psycho II: All American Girl,04/22/2002 ,10000000.0,7515217.4
Ardor,11/08/2002 ,74200000.0,937727043.8
Breathless,03/16/1960 ,7000000.0,19910002.0
Hijra in Between,06/10/2018 ,118200000.0,1160524937.0
Descarrilados,08/20/2021 ,88200000.0,557019596.4
Woman in Gold,05/21/2015 ,11000000.0,58586407.0
Fantasia 2000,06/01/2000 ,80000000.0,60655420.0
Steel Magnolias,02/15/1990 ,15000000.0,95904091.0
The Photographer of Mauthausen,10/26/2018 ,103171600.0,648212671.0
The Monster,11/11/2016 ,2700000.0,3840741.0
Real Genius,05/08/1986 ,8000000.0,12952019.0
Looney Tunes: Rabbits Run,08/04/2015 ,120540000.0,447168573.6
3 Ninjas Knuckle Up,04/07/1995 ,4140000.0,413479.0
Kramer vs. Kramer,03/13/1980 ,8000000.0,106260000.0
Let the Bullets Fly,12/20/2010 ,24309793.2,104731450.0
A Hollywood Christmas,12/01/2022 ,51400000.0,229180648.2
Snow Falls,01/17/2023 ,102800000.0,545695337.6
New York Minute,05/07/2004 ,40000000.0,21156715.0
The Twins Effect II,08/12/2004 ,150000000.0,409534228.6
The French Connection,03/09/1972 ,2200000.0,41159421.0
Mickey's Christmas Carol,12/15/1983 ,3000000.0,21000000.0
An American Tail,12/26/1986 ,9000000.0,84542002.0
Lucid Dream,02/22/2017 ,5000000.0,150216296.0
Wolf Creek,11/02/2005 ,1100000.0,29005064.0
Slam Dunk: The Movie,03/12/1994 ,115600000.0,532253396.2
Father of the Bride Part II,12/08/1995 ,9540689.0,76594107.0
The Human Stain,10/31/2003 ,30000000.0,24900000.0
Of Love and Shadows,05/10/1994 ,92000000.0,440080922.2
The Squad,10/07/2011 ,124000000.0,864709288.8
Trauma Center,12/06/2019 ,20400000.0,92968.0
Love The Way You Are,06/21/2019 ,116000000.0,246937806.8
Cyborg X,05/17/2016 ,1000000.0,51647856.4
Rigodon,11/21/2012 ,22361.0,31307.0
Donkey X,12/05/2007 ,18000000.0,7365250.0
Nothing to Lose,11/06/1997 ,25000000.0,44480039.0
Cry-Baby,06/14/1990 ,11000000.0,8266343.0
Die in a Gunfight,09/16/2021 ,79000000.0,455162258.6
Taming The Younger Sister-in-Law,12/11/2020 ,127800000.0,578598408.0
Creepshow 2,05/28/1987 ,3500000.0,14000000.0
The Age of Shadows,09/07/2016 ,9620000.0,53165427.0
The Big Country,10/01/1958 ,26473270.6,3500000.0
The Making of 'Scarface',03/31/1998 ,101700000.0,716719914.2
Philomena,12/24/2013 ,12000000.0,98963392.0
Camera Buff,11/16/1979 ,70800000.0,468151738.8
Fun and Fancy Free,05/27/1948 ,67560000.0,757864201.4
Becoming Jane,03/09/2007 ,16500000.0,39380831.0
Blood and Chocolate,01/26/2007 ,15000000.0,6551310.0
Saint Omer,11/23/2022 ,95600000.0,305560367.8
Destruction: Los Angeles,09/21/2017 ,85200000.0,672793434.8
The Land Before Time VII: The Stone of Cold Fire,12/05/2000 ,108800000.0,405071923.2
Dreams,05/11/1990 ,107000000.0,620494472.2
Omen III: The Final Conflict,03/20/1981 ,4490000.0,20471382.0
The Right Stuff,02/01/1984 ,27000000.0,21500213.0
Resident Evil: Extinction,10/11/2007 ,45000000.0,149871103.0
The Convent,05/03/2019 ,75200000.0,464836745.2
Are We Done Yet?,04/04/2007 ,5950000.0,58400000.0
Blackfish,06/07/2013 ,29551333.2,2063312.0
Closed Circuit,08/28/2013 ,13601468.0,5750401.0
xxxHOLiC The Movie: A Midsummer Night's Dream,08/19/2005 ,77000000.0,466288976.0
The Rig,10/05/2010 ,3000000.0,2809996.0
The Taking of Tiger Mountain,12/24/2014 ,41021120.0,141654055.0
King Kong vs. Godzilla,08/11/1962 ,70100000.0,12550000.0
Elvis,02/11/1979 ,85000000.0,279854594.0
Point Blank,07/12/2019 ,3000000.0,0.0
Waking Life,10/19/2001 ,3184561.8,3176880.0
Kim Possible: A Sitch In Time,11/28/2003 ,85000000.0,481348079.4
